id,entry,lifeStats,sort
02w84CPlOc,LJiJOvQp9sWd,"(6a5gaPGt0w , KMiZE1flav)",6TNWAxg13b
mK2SnIDJ3D,LJ5GN6RMVdnM,"(hPl3dID2p2 , NVZBRrzyzY)",z56XDLtRKq
M3Jr1Fdm8N,LJN4kOuDCfCP,"(lqHJMt3mWZ , QvJSIn5c1n)",OKR58pv1iy
L5BrYFIa8R,LJsCeGd7lkk4,"(mCk7IWv3Rj , QqobLq4crG)",crhnUAdytC
tmJIDCa1Hy,LK2mSzgGDru2,"(L6D1YSICEX , gNN95dRI1j)",XPJ5eJoCgn
K7HrdSIuL2,LKNYhSl0n0OB,"(2aDCCKEEmx , 5g6cGeBdbb)",NaXitxxUid
HqEzXK5dB9,LKvldKmEZ3KE,"(yHkJjmTds3 , eJKxhfEKjV)",qJ8sEAw60N
ic9vXnQdF4,LK43RxebhUKH,"(JivGTChvNc , 0x7dMoY3Yb)",tjRNkY0DN9
HZKfrTcxua,LKOJgR2bwYHr,"(4Rt5ygGfmg , SQd3Cc8l0F)",BiJEBsWi4F
Noa2tIx9S3,LK9AG7E6XcSe,"(y3XCW2cfru , Au75L6gTdQ)",hNrb1CcX8o
92UROYcQip,LKA3gB7tysel,"(XstlP2uPmP , NE6lYLTvSF)",cS6XOHHV0M
gqomN3aLzv,LKDCfzOI3fig,"(bYd4AzSMfR , 67pKhi0qjY)",bfvkwGHIoI
mbWsvV3rV3,LKu1C42d5lc1,"(tNANJoXU7C , JKbPehcLg4)",nJS0Zj83mA
rs8ZIBoI0N,LKVxNPRLc0fM,"(Bg5aFPcDbD , ntZvrQcXBL)",8GqKf162YS
cJQOj9qm20,LLvxBHSjoDC9,"(0Vubv1Xiy5 , xLtWnWGqr9)",dCUbhCXm4d
viT0Dtqv0i,LLPrx1FsKRts,"(RJ8fJZuKSA , hu1zvkMfbQ)",69KpH9eX18
z2QN9wot2s,LLzbqigNEC1n,"(we6mBQSZUj , N526sFiv7r)",sXBmeWFb7l
bXbLupdO7W,LL0IKJyYn8Bk,"(G3L3MPgueU , P5vU0d2we4)",2ZSSaxn19n
732gOeqjiF,LL77A1OUsk8Z,"(jsO99PYPV3 , bcwSuF0787)",eryGCu7dHQ
d9RgKCW05X,LLSLK3NPdthW,"(PvxJSQPz2R , 7cSbc4Xic9)",99xB0Sjbnz
Al721pVFJn,LLtBQsKzbomP,"(3jnsFGVRL8 , rlbVjrFKLi)",5ZvwpLdGA1
rQ9aBPqw51,LLUfuJHmowzv,"(WSN3z9AtFq , RBtOf3rrIY)",f9QwfsYDZ9
7PFTBcYX91,LL1acFZxcco8,"(MMfwCRGv8t , 3EVoWSzXgd)",d3vFYapzlI
QkpqklJTTE,LLskJOCdakwY,"(wHECuHxXEf , qmV8GSqNhr)",zqMvcDIDYO
A7NMjQn9El,LMm0BYkY7pSa,"(9hSd9XHSLc , LRfKsNxYX4)",mikcBXSgGX
yrUqSuwALS,LMf65kLgvfYp,"(cmjrHyfhon , a8TOEQUpy0)",FKZJEQr4mn
e2jzth3KXg,LMOUEDAcJ4u7,"(TXJ0M9gfhj , gOJ37eg4F6)",BOaSR6AI53
BKkiD3E5To,LM1PKMqAlZT3,"(xbTpbjdPPK , qNacZ5ROIu)",11Gp4e3xk3
q2Q50oBPB7,LMq102Yu0Jen,"(DiOxJBqHtG , 7gxxKK952b)",VzBzmyDt2H
vDSw15XZp0,LMRU1FTEMUHH,"(Xabv8AOHhu , 9Pe74eNDqM)",rpEZhtsqpX
WmSXtD3bgl,LMr21W5uuZ3j,"(gBnOaz3Mm3 , Bi0xBxhlcp)",bzaXYL5iSe
9TBVodyl7i,LMfJAAumriHn,"(KJDZGUmCPB , e0JyHi4Li4)",WGXz8EGLWp
dMQhlRvAo6,LM9QWCKri1Po,"(Bbh134flu1 , 2lppoQOBGs)",chdwlxRkh6
TGu7uKJ0AD,LMz2zOiyHKgI,"(O9mq8rPQt9 , VbV8JwkvVQ)",RmKbajOx26
bCSgBODGh4,LN6BTOhDJ8JN,"(aTrPLc4KlC , Xtx74ZyMRc)",vBENhX4CWX
OBLHHAvakH,LNPtscqaeJw3,"(TfqbOWF48g , 85QP69p7eQ)",5FLoUVezv5
eiC6jWciuT,LNqbjML0DFQ8,"(W7Qzm9FLjS , 5bZI5bDBDS)",0S1nLx1YXB
U4Y5aEsC2z,LN9RYrB1TplN,"(yunKBrKmDb , MtVb4b2JJg)",QRDMU9AQQ3
lSw8dWbCEW,LN51rh1HdO9q,"(ldlMwwNhue , 3tFfTtINwi)",1ZOcs3HFuu
VcX2qZ5xH3,LNv1OyJXG2l5,"(2s3aPD5GfB , K6hjv6Z0VB)",GASThmVpPl
G65uHz4e3J,LNn7LiVZy3Op,"(InmWgsK3LB , BHNDvra3NX)",rtyxIuxG6K
QxoA0GtX0Z,LNy2fhCxXilj,"(6X4vYpfVyc , fHZ0lWdNEV)",ZxnbOJFPAp
ZNpWvQGczL,LNR7C6R3WGzj,"(uKdyC5EdvI , pBZueWCciO)",NmuoSHjcGW
njAQkY15Iz,LNu9XgbDBkSI,"(YYnCWplVns , 4XHz1VcUel)",LZxADSGflS
g9h1GpNeWc,LOkIhjFPhwfA,"(aIvRS1iXOQ , 2fsF9OvtOn)",rIYDdGJYk0
zBoOU8kVQb,LODqHzEqwuYl,"(ET76yG3lib , wzmDDK5zjv)",FToEtREThS
fRYIq9tTUS,LOZNRQLWMwZZ,"(2rT2ARLrbH , eyF9IEkmYS)",2dRQnofn51
DQ9awmGaYC,LOoKCOTtjT6Y,"(AegO8QsBcB , pFmEKgGTmX)",MnkdPsOhbD
1cGRKcaLSr,LOMOF9JM39oH,"(EvbHuxeVUQ , 3cbJihdwF0)",c2YwvPM2y4
jy20IcIvO6,LOKM4NQYANpK,"(fbvdpsN3gj , OjiyUtU2gK)",Q3jHWJxVtI
rH5pBet8ev,LOvWNkmFo6pt,"(tV36sL2Mrm , UjobN9GFcc)",kiEEn88tw2
EIp7CoFuMN,LOhemfFskMu1,"(8bogUqNLUG , Hvd7sO3saa)",FNdr8zdhhN
dVhhx6NAw0,LObKRkYOTjCD,"(tOjf1J0nxe , jWjUbjI694)",OyjtPUREt0
Kt5T4y0fSE,LOTnedOXnyEn,"(N1uDna1zhp , m9MiwFMMyq)",zvpHFLz10f
fyyoS8svDV,LPAessB2BTp8,"(sUqYLoHLvB , zmWoGSskk2)",mbOBWQFzrU
m2yUKhRIQy,LPbMzZQFQ6Ta,"(nsAFpM6n85 , nksuDLj79b)",9DYlFGmIvW
65Xz2trl0Y,LPUcHs81AB8G,"(998SRcUzPz , 8mB8XtuRpj)",3Mu3wnDARg
oIV2Z6NAK6,LPlF1Za8OBcZ,"(cY7Tct2LlH , H42bqG1Zua)",hzzODNyjv6
FVYgrOoIxQ,LPBOqx4z5MsF,"(aX4a56J1Wl , DN6UyFElSR)",VhHPi4tahW
DbORCbdOVh,LP1QaaeTKWte,"(leJlgIJCRi , mMRMtP2S82)",mRGdxCISc5
JoQBxeUDy4,LPvq5ykRUiGP,"(YIpWc51U1Q , jmz4AUcvSt)",Hmcdyizunj
qxvza0yKid,LP86wjwJ5FLl,"(KZpEQEGWlH , aNYSWAFkoH)",Kj7pUckJdJ
KdNDUhpwbf,LPGkWuS6wrHF,"(1nk6OYK471 , ShNaCMm5jh)",Mc6aV63vQA
iSROucSrGw,LPdk2zqoWeH7,"(SgqkwsgIoR , YrWGjvERnQ)",TinvQ2DAWO
0hrsJ1pYCb,LQKhfhwvOAgG,"(mLHqkQVZQS , LPaniOEDxe)",2rVihZL0OX
9PE4BWUwE1,LQUvnXWZAwe3,"(x75IHy6sbj , gyDPt2jYND)",vXhETreisq
qZkXvW05O5,LQqYf5KnK3Rg,"(KMiN5gDOjS , lzk8hZYmgU)",7ayrgKWaVV
Lf6rajeJq1,LQMho8qFiDh0,"(n5oQgHm4JQ , vYE3xlpaje)",16O9apYuXI
Edst8VmGRX,LQXxTAFCSq5L,"(s5MSAxKFri , zikbrWTT2e)",xfCtoL6B66
iUti6XeeBK,LQoXKCdf1dwk,"(K7e3YI82Fq , gi6OLaVl9Q)",K1kpNJNHoH
9FfUQlYzqr,LQVCswZHgdGB,"(UVgCi3QDIp , 3ZPDKgBWvs)",hfTluFkN45
2IOBx7gAQa,LQ30of37QqWA,"(v3me6Hw3RG , 2FNgFsKzX1)",kPW5E6KKne
POHIxmr4Ps,LQheHjIHpadN,"(Sx10R0Mee3 , DEzpdZKYYM)",WU8YzNlvmI
eUThWOrq00,LQLR8xBZUmJk,"(zwLN9TThWN , yJh0zoDR4P)",KP9mqU4MRE
8HvP9dH241,LRkyyEi2G8za,"(CpRlBx6P60 , FJSm4L9kUE)",euQeQFt86a
DHimkqQkyY,LRETc7fbF0Fe,"(TnWeDQWtXZ , OcJq2QIp5t)",Wr8MVihfvS
AxtQp1XDMI,LR8d9MPpPMQF,"(0wwa7LFla9 , jZKeVipgtn)",MVvQAA2fTZ
2act2twWsy,LRhUkMhGHEeA,"(O1gBXEvXNy , OsTvYm0rA5)",T99Tt6Optz
Hm3joHzwiG,LRdDnk6HxqCx,"(2xPm7ImoFJ , KHalWJtwxR)",FlBS1mEZRs
rL2TzFkNu0,LRzuErBLPMrM,"(OnwGEtpej5 , 8ldv8ajUM5)",7TsoEWRUuY
fJfLrgrCqu,LRlp6cSrMFg0,"(PFencLHwh7 , OZLFEOlHgr)",A14iSXNHME
G33oc4vNHT,LRO9T4TtKQF6,"(1gv0JDIPWz , 8pc6naHtz4)",luXcS5SA74
mwI2Yw4GTn,LR0cNHfqNKCN,"(t4UHfe7K07 , sd2Arh4Lg1)",wA5EFIFaQd
YxJzOwc8TM,LRJYyfGq2uXg,"(SHxW5YMpm4 , pgYSHbwCVM)",Glo6r91YxV
Y34h4u6LBz,LSEX9k1kWVhE,"(IWagbv9EhK , 4nclw06HhY)",91N3L1MtF4
tD7nPI5XT5,LSFFwBvBC1Iq,"(Pr0gH88dfi , zPwO8h37eI)",TCpXJTEDkm
ATNW5wFln2,LSt4yN4s8taF,"(5h6s1BpAxK , cCD1RtEixa)",LMbl5391Ad
4iU4UECeXV,LSeL6a2tHcK8,"(vcUsyr9lLO , UAEtR9Olca)",7fFLAsaeSY
48ZuIXnuBb,LSBPrqdOZyzS,"(Pq6BtyeFjq , 1BleqtPQBN)",2UtLayOTJk
pyQTpbAAAr,LS154ERB0vXs,"(u8Si2tszAW , oO3SgQPQlW)",7VtCwTGf64
VFHQXsqPQo,LSc3KQMpxMyo,"(81OnlEyRfw , x4nV6iTyhw)",TK3CGN82vp
Gbe2ixeL8L,LSE1kd1fDjAi,"(CQzJiHFHxs , OZAI72bGCV)",uM0Dao1xYq
YdgslmLv0I,LSCN8Rx1stkR,"(QwYrjpR8IA , tr21V9yaut)",VxCshVOxHr
mpneMV1h4z,LSda80R7Gs4G,"(h792pyGRF2 , bNpTDDvWrm)",JocaC6mF2i
zEIjmnFuTM,LTjIbDLLAzlj,"(EtJu1U7Ml4 , WTFSI85HOT)",lbvRnFrn9D
ObkhJIw8XF,LTWhPCbdPkfy,"(fygW6Vumu4 , x8jBjHDp6k)",l97vVUNLpb
tVTrkd56h4,LTshA3xM0ftJ,"(puuCdmTdrX , CAbNBK5MbB)",8yClDMWHMQ
dhIzMK8uN0,LTj2EV7OYnqI,"(kNVyoMML0Z , oVZy0lW0iM)",OYw0mEJsVK
QheYXlyKPY,LTJtYbdn929C,"(s2Bli6wDAZ , lVNJtxv4Rg)",7OniLE8j5a
q36ReF76HO,LT88N6WptXtf,"(aggV2SPboq , ZGUvQOirCB)",vOs11wWnWY
x10F87AdvQ,LTdFksCIkPUR,"(S5pis74bDR , oPfM5BneOP)",Ls6FFhL79B
DNcyGnOezK,LTlOd6LVAw8P,"(6ccymLgdHi , FXM0ATrd4S)",pPGLs8o3yt
xaBzaHxF7o,LTX3GQErKHMQ,"(RpTO1vcWA9 , V4r1UEaGQW)",MjM9cvEdPW
U20zwJdeWK,LTRi2xux9IcN,"(IssflfBoSE , DZXHtncUnf)",OPYosAl53i
GEyKsnhjVm,LUfoCVBcjA6L,"(c9fSsVWvFx , vAhmD6V0zy)",2WlNZmAxho
r42cex9kBV,LUEQVpV1uan5,"(caUsXYgesE , u7dc7mS5Jm)",amEPMwa9tf
rf6GHQZdvV,LUUKMt33IQJp,"(g0i3M9tEom , 9xwypDuiUD)",CXnqcBMmEP
AiWCg86uE7,LUIbGBAaQJGV,"(zPZ7dgSNDR , eO86YmPYLM)",hcgHyOiwmV
vxHmyvJiaB,LU90PkNhXLWV,"(deeEW4YY0q , CGHlcs8kM9)",VO53QgI4oT
56xkTxJSQJ,LUcI6W5PIzeZ,"(sHU70NgKzz , G6JuiFfwcd)",d6VoP5KegX
zvOiAKSiBb,LUsFu9mdXRwX,"(gdu7LuZlbH , IK5J5WCOl9)",vHeKw74LFH
aoCtXB78lo,LUYOjFEWZOWI,"(Aeuzfr6g6D , AA4uQZ2g3O)",n2zkYsWbDt
kxt3h7w7Rc,LUXG4L7Oy0WE,"(QeDpo4KO4m , sQKIldkxiY)",YteypUxviI
1iKhvJuOZn,LUfrhvcxwTdU,"(ldzcaMSDpl , 9MxnUiK9RX)",Ofo4rGDGEz
hWEpMUnE7w,LVtQ52qoHvaH,"(bJsba2ttUu , gYL6WFhfWv)",DoNwgxxNSS
A7kyw4mHJ6,LVbkpY0MlgLJ,"(mtePcC6vIN , JGVkAB6WC2)",ihcdsanfUw
LY80Uuad6e,LVP5jSyERz0r,"(5EXnJxvsKB , bp3Rk44pAz)",CWnmTTu9cW
nblyZIkv7S,LV1W8S29zTn1,"(Zg9hzVSNvo , uA7EUGzHGI)",9cIPgo1HtQ
fqzG9rlrFr,LVmBVw19vnfq,"(d1JOz9eWyW , jESRgMkUWA)",DQhDUwFtbx
FJpef0Y0SJ,LVLIkduSXqxp,"(0IDRdccmrM , uqnqEinBYm)",YAMJA864YJ
7CxzFrJJ0q,LV78LoYrqONg,"(ejAWV9zb7Z , MAsroVsJHV)",m6f6UKv1MT
ld2xl6PAMi,LVNQvj23EF3Z,"(ANC1n0hTQI , egVg6LzIHU)",1OXLXcp8VJ
ZhN9ZKS1Fs,LVVZHSvbIp6o,"(7PwNmjnt5W , n3VA8cTZLS)",tEfcTXUcjZ
jslIVzJLaf,LVaa8tOVUm4M,"(fr8ahQRwG9 , xfSIiGvNXI)",4G80jbLchq
MgCdBjzued,LWXBSROQugGu,"(VZJvvBiUpd , MIr2C2w6xg)",HIXxOngblT
lS07p4SPLH,LW163KtYMgLm,"(9IQ8poohEW , ByLqwXYiQt)",tgA7gpWYK0
yoXvHzsLrg,LWj8wQxXmVLb,"(Qnd9kSqFl5 , vA1KBUL7Xp)",bjujRsvCMn
YA7l1KuK2F,LWlSlTfE7YDE,"(E9XZYXlhpy , mXfXpKjOEA)",Xjyb69xGHz
NRtL3tY2Mn,LWOsiQiht6eM,"(olMqB6bK22 , VmwMcK0yk4)",01skX4GYK5
m1OMygc8EE,LWdJCxVytWuK,"(jo92rO1zXr , 7PEqI8jFUv)",6kGL147Cl2
rvXQFMspe6,LWaJj2anwcSx,"(w5F9f5nDzl , LsSTDdYeVN)",i4aWa2IQxU
wZi1Ak0lSd,LWUa9EzdUHwH,"(YOVEMBiB8W , XKPVsYsauu)",EtnjpQ40hi
LTSM818iH7,LWugxAO5CKrD,"(xpDKgg5tWs , pbXSxqVSVC)",KbrJuSZQ1N
N5tGRR2Hgv,LWdW3906iuoI,"(RicF8ldEVk , s5zbcYWQvV)",bCCsDmomxj
kJJFanoWiz,LXRiz5L6c3S3,"(5EZs2jwPGd , W1HzEJTfsr)",zWeTAG3H9k
rasrWPYbhJ,LXjC5uHdmN39,"(919Mxm0I6b , w1wAQzgYVW)",v0wp9SlpSG
vVxOnRGHSo,LXupiUX6GKNX,"(8DQXCDw4cD , c2kbONqpB9)",mmQSNhPb4H
2D7GPPaxGx,LX5FQC7NhEaF,"(9vf8CBRqW9 , KFAhyJFkkW)",sjTwAj9Aub
U0xNNHzSo7,LXxpDlQ2ZUlC,"(6OQtsbdTso , IHshYeSd0a)",LrFcHwmUqt
HrIRkQWkpN,LXVUIJQpWPfp,"(scZ7LDsfSG , HLSwwdtE8I)",9mIHIfKFL4
qGCQZfnZwt,LXVTaihaQfEs,"(JVE7KncqoE , oa177NvrbZ)",nLgNBnbNO0
sQdqfeGLu1,LXuEtiUdZbD8,"(dRWoFk0gMs , 5tXQQ18OqA)",gZMSSunfp7
MqM3exiag7,LXveMINHp1P1,"(QgGL1EQPb9 , yMF71rpfja)",YrZ2nsjzZ6
sQsdSAoDqX,LXv90LhdcTox,"(X4EiTbTqvy , Ct2sNRiJ2Y)",JpaPcJDtat
K5k4cid0Sb,LYeqRt7vTOaF,"(OaRrCXTL4C , PwGay2h0wz)",93foPwfzXb
8djIFedfhF,LYZx9Khd6qm4,"(EIpkCdbIuT , 6PCRaArMaT)",bZl2YmRZmN
Am21psyv3Z,LYHkLvmpGIw5,"(7ZZZUpSHRp , e1TceprMr2)",mjwZs8sYuD
haLKa2D164,LYLMsgDsFvZN,"(NqbkdeqvSR , rroHvTFmFD)",tZkd8o7fhk
Ascsh9NjxQ,LYOLRBz52pHb,"(Ccxxk8gYf0 , AEo9lKwmpn)",Rw5hUUI0Is
ep2M9doKOo,LYOOvA0SjZoF,"(8tMxFinCSi , pgPuIxOPDB)",WqfrbXUvY1
h2woarrnKN,LYfPY3UuHE8Y,"(yoMXJWFWCN , zDdWb3Cw1Y)",HHw95n7OUO
U30saheMMn,LYXu9KFITPS7,"(Ye1aAcyMq7 , Q175ded8uf)",HGlagmrlq1
aaAL005Rx2,LY9N0syf6ude,"(r5hholw7wE , i70ZyKY6v0)",HOTSh4CLCM
zkEkbuiJ10,LYP6x2bck6Yl,"(yhvpvkS5Al , kRNKfXp0Ad)",L9UTpf4zGZ
UrqpyMq4zU,LZAVd9KYMRQ3,"(TwP9GmQltR , QNLDh9ZyHE)",obblkux1Y1
63Yp4KpEaE,LZoEWFuhG2NJ,"(knyLQtMf37 , tmvhlkli3c)",fHawNCgF4c
IZAYwfM5F7,LZfl7YIuV1sO,"(ypkF6wO3Do , vrjYXMxajp)",5G3qjrwUA5
SFTp1Zd8Mx,LZPa25HDacH2,"(hR2jWGEHHR , Pt5RdlNovA)",02EColXuBD
oC4jJbiKv7,LZns9kFdXllr,"(v5TzR2qSNQ , ApobHa9U6a)",ks8mlxyvLQ
qSHjWjmcSm,LZAEVqSTgJNm,"(YqafAclJng , TkW49Qe0dt)",RB1wm9h1u1
g93zUPaUBI,LZ0FJwcCAmmb,"(BsZ2FiqIEO , uYzGm1PsJQ)",FiOFsyTifg
s1HiQlyckR,LZcILWUqrSyz,"(rn5s600GLn , D2NbaenSTa)",hD4Uoxh91x
StSbYnF05I,LZ745cpiZcAn,"(o9PXvkk122 , TwoUcTQZCS)",I9SYAKKRQz
OZgNnfvjJW,LZfSQnkQKaTY,"(DPV2cTxALL , FwT0ooBjgV)",Rv2ZybIRTs
kLqeu4IyiF,MAsBuICOnvpH,"(hu1sV5mwx4 , 1ydudIIkXB)",Miko014TU7
cR6vo5p4LN,MA1BwHwUQm41,"(3It7vmyy8G , EDvn2yYaay)",rqPdIZN79x
EybNPUzoAV,MAYIBGXvk1Oy,"(0EkvVWGCyn , Hp1XiG2fra)",KbsorGln0G
GoMxYji5dy,MAzLwBbirygV,"(h1DouXBeZD , MdqaMxy8CF)",z9qp6n4V4G
2BA2K1aBr7,MACOSOZWBDRy,"(clvjliwkbE , z4uptqyusu)",uKHcVOVVWv
TrHqcgb4k8,MAA4MYIBqtWR,"(7PTEnzIr4n , Fd7NFdrxhx)",GrIlFsjBrS
l2ivKOxJAp,MAZMxA1dfTE9,"(CyfH5oTNVK , awwsCUuOaC)",o37OW9soZC
V3rzlQo4eh,MADeoPIdCgwU,"(PWLPCtqw5r , jXKqMNBA8r)",UYtu95xdag
NQzkTE9CW1,MAYA6nD22rA0,"(KrmVQXHVXj , XpOguLlz7C)",t8L62xrDJ7
DuAARnwDpr,MAdUmM5I8AZm,"(Vkvb3LKIop , j6GkQiYyCa)",YeFD0Wm2tK
GGReyOAjz6,MBCqSsfM65KW,"(EL7dpdm0ox , 7xWQVxBncl)",UMZAOGWwrR
HapCWC7OxM,MBQSZflQzg3R,"(fqszAh8BQQ , qA7eBBYNQO)",3snQJpAeMT
5XEpYuurra,MBRy5tOtihm9,"(TujLjws8rY , Y6BLqc8gm1)",KtjF0pOcnD
3pLFFnPuwR,MB792kcxyhgP,"(hptFenMNDA , QWRuDmNaNV)",kD4o26lnSK
q6MRJYHpko,MBldayx4RSeu,"(eoj13PgpPo , MuSRF0jN3L)",2VmEE1HKyE
faAEGPNiql,MB2YY1ewV5SW,"(Knke5hrk0M , vVv9eDmMgM)",7fzQJMiEaU
8unCtSLF71,MBISFikyJV3C,"(EkvBjtJ8GM , 7dqweCBoo0)",cjy0j4nS6M
ybFu5H7d1Y,MBTdXHZG51km,"(PZndYSknJY , CIlZDLYYCG)",A63zbgCrjf
1Pjr85HkeR,MBJwloA4OOfd,"(jfFsuvKIGa , 3j5HPrhuVb)",Np7bP8LrRo
AssAvDkozJ,MBVh7uIdakYu,"(5L5ghrZYpo , adLj9vUToi)",liX07aDyju
vNhInF40aa,MC64A2ukcg4i,"(dEKBo6AieG , 5aiAPI3CXN)",EStWPu8XXO
nhO53HRR0a,MCkLQYsTZHhg,"(y3hnnBikeq , RrFAGS9mgg)",nieL8mqldG
rnO7Vhovcu,MCwpWtnGhsVF,"(EnISDeJuyr , G9xeo2fvYv)",g3X2lVxsUN
R7kPKRInjt,MCq6uwfAZ8Vq,"(3EhTcrPfv5 , 7Uqh05bV6o)",rnM1I9u5SU
ILvcXKO7NO,MCkU4gtHmvJ2,"(h76ZPKkbcj , GEuQMBCs70)",pphZbN59CA
hjzc1qNMVj,MCREg1B7tvSJ,"(gCcNCMDkCO , WB78rsVFJr)",h48RWpjIp7
A3ZZavzWjV,MCjXeBeS77mp,"(pXAQEJ5PCI , fSKhiJ1yzh)",iKVamwnIhI
pKlYCiZcXE,MCNtqN57RAKc,"(83CqQ9zTfC , vYkD2VuYVo)",pYt1FpDqch
l8w8M7ksyS,MCLzbDYdBJOD,"(hMvYmBXDzZ , NXJdC4KSfz)",I3TonBoqvM
pdR31cb0XX,MCcoIJTyt6Xf,"(6C2CAbGkmA , Tbmhc6kDjf)",eNU02Kl9bG
4DZrkXPTxK,MDxgXNUkFU8y,"(4a4HSEPgEm , v2l67Gdh8w)",3sZwoZvQZf
zMxi24mXxX,MDiWvDaCXKdI,"(xatTjAAvCp , ZuxtJQTZOM)",Wp5lyMg1y6
ZYTK12kYaN,MD74cC0vK2EH,"(T6i4AsEBRe , wxNlfDBan9)",5MOihr9Tqi
lr6du1muPN,MD4DTQLCvgSn,"(lch0dIVVXk , Fh577SdSs7)",1pv7U3Tstw
dHuO7RhcGa,MDAc8tjJCCdH,"(7cJ9o5hlWM , hCQL1b1e3T)",xNKz5jgOr3
VavsyqTCzR,MD9SZwoHmnxi,"(w15iiO4XBh , cFle21kvx2)",LYiY0v3mcG
6Adp85LjQM,MDvvhw8GMQ0J,"(CaniYBXWf4 , o4dQ723mT4)",j3eTbdmn9g
xdmClozomo,MDdRkWaH0KE8,"(DaRY5NBmb0 , rh4M1KhUug)",YoAjO2TKle
KdAWhlOVgI,MDYvJEnB1HQw,"(TG3foiLFAu , jg16qmoEmP)",vqxD7ynUVs
UMnAqC0EPd,MDwy8Xs9tss6,"(v81WHPylcR , 6o9aH8qRyn)",n4yajbGWVu
9RPN4VOd3i,MEwa2xLhAGQU,"(svG9vyocPK , 31C1J0vK4Z)",lPmvIRW3BS
FaGXdqKZ62,ME4piI4FWG1V,"(5AfUbm9Rrm , 2jN29SE2DC)",G0VvB9odSG
LbdbMB7Cgs,MEWXpz19F3Au,"(m6iWwfJwio , JaheX6bO83)",Z6XnFxWISW
QWHt53ewBc,MEDeOpfUaT1B,"(QYMp9WpEGs , kuvZWKYLw3)",wBEWFC5e8j
zKk3wGqVHf,MENd7YKDEGuV,"(QJdZyPbIa0 , azgkWmRrgD)",iKyAZhUrxi
Ww9fn74RqC,MEa2waTD1lpb,"(WsooBMzCEu , PLAuvP2v0K)",GrptMqpqIV
bH5iQJ11Kx,MEMU8GlFaSBF,"(zgfQ0i3Hip , Arr9ds7eSY)",ZWdShr1kgk
aPLYG0uNww,MEiw4W3YV1Ja,"(PeVQ1u7QDf , JidLE9EVql)",SghiBsLNfs
R5oTi3GQin,MEtj2VtZThK0,"(YhM9xQ3b51 , anWgRVJjSb)",GkMlBQLAIw
BsUMNSEck6,MEQMNQ8CwNmP,"(SrapOlPsHd , auoQAOEUVH)",2fpObUIkNU
eT5dtud4iL,MFLlP1dLHClU,"(ULLitHgMI0 , rYoBj48Bmc)",19lC5EXa7e
SFvNs7lOai,MFTXIcNctAEF,"(VSO1LvF1j1 , CmGl4nNEWe)",ot4ZuHhsJD
J6hloGGTRE,MFGtw3Guw3ts,"(GkoxXSuLlR , NVPSX3yd5Y)",jghBOAHIbM
q7E9lgm1qf,MF8o2VcBGRHT,"(X0nBPhAcwe , rVDKq2gxIx)",DyC0TM0yCa
opo9Xu4U8a,MFZOoIpDAmAq,"(OnAGN87Ck5 , PF6tSdyVqf)",L1EpOFEqGS
hTCHKYHdz8,MFBjiqpe6jJA,"(mYopuy0t1C , nGcbNjTBC7)",mPItOXRhXx
5nTbyTtx6g,MFyTPu4wOzXa,"(PwtoQNS68G , hEBBald1y8)",iFYTEbvhWi
BBUoNgGiJU,MFEpXdQoa4nc,"(licQqs03ZE , CWkAQO4FUC)",D54KjVqvmL
2XHy3iZCfL,MFPPdVJa2qqu,"(fLZNekxPJd , 9Yq1uMIGw6)",DcCHDqIKsM
WzMoSFjcLC,MFu9DUcGtx0u,"(Ji5BFTjvSB , r9E0CIaTp0)",px2PoWlcu6
ivTaDVMUbv,MGlLvjU0X53H,"(s4bedBEObs , JO54BRehRu)",emt9KUwRDO
e4BzVLdrOT,MGoz7zb8fxbg,"(sbrOpHs9UR , P06GNluFk1)",aYq3zKQ6y2
PgNwjKiAsW,MGlxLv7Wtqmn,"(NHXYqK3Iv3 , gM83OthKBK)",hCLOE8iO2g
aUhsquEgQO,MGxhKfHA225N,"(r20CBgeH3n , cOF6zKpSZk)",TVHhZkKkly
s6CM7bqBFk,MG8NTA0xB6w4,"(QMYtZCp6FJ , e5A9pcjjbc)",wzx0YaQUEv
vb4WfoI678,MGHciNupk6p7,"(Dv9mgKEnoy , Ps9t9ucWXG)",k69F3bJqVs
zSplGmaBXg,MGVWo2nM8NVA,"(qBzOQFwz7y , FOk8IqUHYf)",yKNoylcsJb
pHEB8hgPKo,MGOujZo90meP,"(iztn1JDh2T , HAz4azwXUj)",bIB3rRQc0M
QYhpZqvVje,MGbHkJpWgSLy,"(ejHtEHIpLD , 5SIqvxBwqY)",g4c7vyWSEm
2e3nAWvb2x,MGpj3q1AFOuA,"(3V7bX1SPAa , pULrSXhZs4)",3iXY76aFoi
qYmk1wYgMb,MHF0Q0VXXDHx,"(kL3x9OEwJq , vEMoEBy4UQ)",rz52th2Pgw
LJdDik6Djs,MHuB9QWZ52At,"(etWeygvNpw , 2ZbPuTYwdK)",phc7EVr4fH
IZM1HIVHe9,MHmHJvpR3E9J,"(tcMcbOIfzA , oDXAFt9ket)",cBbEUhsahO
RnUTKFygSL,MHy61EX9LnaV,"(9VS5hQ4xjk , Qa8zVcDdeU)",feEsSBOZAx
nx5VLJJJ8w,MHvBsMyCfDsu,"(qm28oBozap , C6iNiXmNB3)",JtkS8BbHOU
