id,entry,lifeStats,sort
7mlnonqj12,PIydLYAtBlKS,"(yXHPiZvz0F , BToneuETY6)",wIySBg1Yw6
aeXeeImfab,PIztfKCETJ39,"(1qB6qidvtz , DrF3Pnk0A8)",Z2KgwOM21g
izstlFuiBd,PISeU43sHKJV,"(vTspIu2R1o , IfLL1DAgZP)",wUR609ozOo
UWsGF33sFh,PIiR5oH4JpyG,"(ti38Ctf3ZF , t5Bw1nTnYt)",ikNA9fhsZ7
ZlsvW5uZNZ,PIfyDhAlLIS8,"(T8mVD4LtaC , OAiyVK8vSw)",gh3soSApvS
YryiiHpcVj,PI6VSgesKQhS,"(s0B3ZBfMFl , sFranoIOCh)",3Gs5tjUtSN
iGyCebBQd5,PJveraSIxPIc,"(Ht906HoIhK , fK2fbnMIfI)",hrKLxeQsYR
2J0qpFgRFW,PJt90XN76QYk,"(IzzXrsUduF , WIYlyNRpZl)",h2FbTTuTno
U91SxNn3uX,PJzSpirgM7w0,"(wWmqgLePxN , JCoCyG91Xn)",nuCQPuWajh
yCdFEyUtSh,PJwCZWk2N1G2,"(GzPTNXa8XK , HoPLLn4JgY)",7qrsJjNfnW
C9lVmdT9a1,PJ73DZ9DC9Fz,"(fl4FsxV30T , Wz7a4TQRCD)",sy0uG3bhNd
GUx2EuArpk,PJTiTqn66Iat,"(DbQlP4ONEY , BbMAkep0lN)",5BUIgWmKzy
ziMeKS5M9g,PJfKBYVekvYk,"(o41JwcZlJj , muLzimuebt)",Xy1d4PEebk
NmkHqk9ZbD,PJcWn4kgbPkZ,"(QI18XRcM7t , RMuvtmT6l4)",qRiTB9WpvI
fQR9BqGZJy,PJ7XHj2dl4SP,"(B4JVs0z9GC , bHtMVz8Vyr)",srG9iZ7XR1
kFYesEVfWc,PJONC3ZifwIi,"(su8VutDtol , 8FGAta4ew5)",N3lq0QcSGo
cxWV6BYfcp,PKbIAyqCR6Lx,"(L0fQhVkyUw , vHnxF3q86G)",8eQhaJCoL7
HC3490KHUD,PKm1PwdfNbhs,"(rLXXkv6VG5 , VLO3wxsfvO)",2rgXGPC8vq
fmwdh8YUej,PKrYOCy71EMI,"(VN13QBDFsc , KkDN8NGWFo)",F8loCZNo5v
BhZk5acRri,PKR3d1ZgQ5lA,"(cijvfvob3A , zbCFuECWZi)",5EkReZPmOs
ABGioBM8wp,PKcGLhtUioLU,"(WYg746VjoS , 9FkH9mENy1)",yy1Cqg0m4K
TaEEqaXvNt,PKPUk7SB4mD2,"(eUNjE5IxQE , ohUnp88ZTo)",u6iIh8GZmM
8oFcrrZk4J,PKko0WYP1t3W,"(WfSLODUaEU , wrsua1Hck4)",hcGPSw8BZD
PoBfU7epRE,PKwnzi5aNmwB,"(y2rwnwRfSP , IhWCA3uN1n)",tpVKxUXU6s
5vj826AqRI,PKAULv9MRPKv,"(L8ic8v7Zhr , BqcpjWw3f0)",IoJenn07cO
sNM6Ji7oD7,PKIiLHGdbxLL,"(qzjWXaEYLT , zKeqv1QNmN)",T1hEENPknq
XxHvGoFFph,PLE7Uzmgq7H2,"(0cM5oDPLOy , 4iCuLlB4Cf)",IqOkSDHca6
6bY1qEVEeo,PLKZGoLrfItt,"(CfpuLcCjuW , 1drBrN7ws0)",jdo6J73nbT
UWW2h27AMr,PL8xsVCC21vd,"(DXOPPdsR8f , pBQgywMEvG)",pxZNCYNdsd
jUDGkeBvXn,PLY3OPHZyn9B,"(AICWKkyWC4 , JpfgqMCZLv)",ZCH25Bviq6
P3f9sckb8f,PLxogFA6aVes,"(cSclPWGd0R , dlUrlslh3v)",M0Q9c6if40
5QVFDukiq8,PLu9ebQWr6to,"(Teif92Tj4e , CTIEgicc7u)",HOJBiJbMld
15pztmziJF,PLC3wB2qU8SU,"(BBAgRaZpG0 , QuzTC1cx1K)",sYySPDkJnx
fa0wR21wAZ,PLKyPyYjobGO,"(fjNpF4i6Ko , 0nqnd5NWpx)",YIXwy5eMOZ
uYfJB7oDlE,PLxKf3xfXLmN,"(we8ufexJNO , xUZfGIHCVn)",VLXLCLUufM
qDhPvIJmU2,PLMZimwA7ESW,"(kuoFmocRpB , rhkNRXluQ7)",5whPBuRP14
joDaTUiDxz,PMqrrcV2xfWz,"(Ak4CgkIq7w , XEGZH7lJHE)",xEQmTFkyFA
vQ95sLoaGJ,PM4ix2lYNndX,"(tInLccuc2N , aWjZ0Vk1Mt)",YqkcRyMuXF
faimers7PP,PMd5i7jjF63S,"(n0WF6uZoAc , KPxHHyZxQ0)",bnLHICM6Ru
LldDXE5XPl,PMiU9oYHFgmM,"(xShxiCELME , 8QwWn5JnJM)",qwR7xa2zRC
xpzIKMcRhx,PMorKoHjrWY3,"(8PkpkU8pkn , TcWNGh2fDb)",w5SXl75kzR
PFzpdHeHsB,PMo0Rjyh9B0x,"(LoF5npSdT3 , Z2VaJnzUnp)",LeNJJSZIdM
1JE0Sq6LpQ,PMonPL1r5SkG,"(7eAfwfGwhf , R6TwgUZSef)",6579684gK0
Rw3UWvUxOr,PMETZRwcHFtf,"(fxA0cLEGuO , 6gNZs8JK4K)",Worim7rTPc
PjWDLnel0B,PMQn052UnMsT,"(VWpFIC4GE0 , vEAtcVCjPi)",Wqkn4Qxr1v
AJzckrTPxg,PMCK1DqVbOKi,"(pE4dUSgL81 , vVugSuEfZ1)",tlY8lvzYAW
IJt3Imw1tl,PNM9QgzMIQMq,"(LrNlzZKwf1 , R6Jnqzs71h)",ro6SS58cJm
fAGAAC6a33,PNJInRarFUvb,"(8orexHxijT , xpjTf4apQY)",iBY676DSWa
vdBHG6yhov,PNZyRLdLzTGS,"(u5TzlcAK41 , ubyUhlIgm5)",FvOIY1lQh7
gbfD07dIXF,PNXdgK5ZAheg,"(pCG0ldr7XK , FXEmf5llQr)",C8pouuwd9S
AomLqFVPZi,PNJ3SBef5fbV,"(As07zcx0Kw , OoqybHcOg6)",nFbHjiPGAZ
uDhImxXaBn,PN56ibknvmkB,"(q4OFqPewFc , sqpA4ybW1J)",kmaq61RBgb
JwGW8jCXXM,PN0y3qmDHshe,"(ke4ljvM90b , MkLP27smph)",eV2QwcQGTa
05TASonYAm,PNBA3VC9u38d,"(POD7zuzwXG , ShHIlPmrQ1)",ZH68ndbBIU
Ggx2dyOv9w,PN3pCMr21UXa,"(pzBKDM2kkw , HIB8v2nlLM)",WsQBRSYweL
J8XVhPlCJH,PNahfCRKiR6Y,"(9gUmwobhO0 , vLDnGQCxSe)",zbLNGrjPE4
LAqA1LA1Sl,POjfehy0Kdri,"(kYCVaMx7iR , LGNvF3OBE9)",eAwKbGLjM6
6dyyX7FF4P,POAOcdFqLCyK,"(6akFPxmxku , Zd5ccS7J1Y)",5bi2SAp6ty
cP2UKlbCEk,POHTXEQa019b,"(qKFGUxc4H3 , d8mcmjtOg6)",UAN39xHIyz
TSLTyNnMSu,POSpjGKLiwAH,"(cJzmfDB8xi , GSIhyBt2qX)",ZgAmVvHZNa
sdaE4UMH18,POWHgv78ZQGl,"(BgNTHXnmJC , 1dcvWPZDU9)",yAAdZCYo4E
OEoKlYhpgM,POSM54oVtPHa,"(MBrEekGq20 , kc6e3FXt9W)",qT2wYoC3pR
1HhDoE39I7,POsu8wptbKGq,"(oOMFmr2x7O , wxEp5ePL4a)",3hkgKHoryX
IUTVmslk3i,PO2tZjU0imCO,"(g96AIpXYNV , 91yOrKgIkY)",kQtTbGDvQd
TdT0I43p3g,POL9J9WIKoxC,"(x6DGxww0po , a6bUFask9G)",8frSn2tlG5
FIHmYqAYhy,PO3V4OHkaxi6,"(9icDZ6q6TU , 1YiHe6Bwly)",koOyZ6N8iU
TslkusGVrT,PPPmAqhOMtEF,"(KI7MHw7ymJ , BTTlS0sCgb)",fqGbVBjEGo
oWx2g15PNd,PPvolkPK5Ohh,"(QZi8cXKtiP , yCpUMpRzLW)",wIQHQgwdiw
o50rw0t1ke,PPqoIOXsPF6M,"(3qJcwEWUJn , 9dP1WAKfgC)",vNQMwhPAx6
mBEyUy24Ng,PPmybG324OWF,"(n3EtwW1oK9 , oOrovr2Lv0)",wqrvWb1BDA
T6o8IPUpHQ,PPcN5CMMqrXt,"(nlevXrKtRu , YIkpBUSvfw)",JUBVXCETX2
srsH8PC5nY,PP0gIKELndlk,"(4Tmz7avr3C , muooEDh3EF)",NQ6GcUcR14
1oxeeWe1N2,PPr81d2DziZp,"(M9RLGWtAXx , GsDFkk2Rko)",AnHZ8HHMu9
FpiTYz5mbY,PPPJO8mQlak6,"(duCJkgxDqw , wqUrmYOZXH)",22SbqWUusc
Wv2q7XYYAu,PPwDPQOjFB67,"(hIReX9pS0F , K6i9Vu5hmK)",nKzmt0OU6X
l6uU8DNiaj,PPfZemq4k9ZE,"(fqK7KHKnbx , 6guWgonX5A)",4aj2FuUdcM
lJKBANKUDA,PQhxW4ByqO7X,"(dM5YtDLkoO , dBJXplEjzV)",MqTDyebiv7
Si32Zzp3cH,PQRSZrOJlQrd,"(MnSxPDwJuP , Wv5P4xExD1)",7Y7qYfaUV8
5IYzLKlVwN,PQTNhR5ihuuG,"(BeIAfqsBKp , haBsFgk5xm)",wj1WrVAkpv
LLLltBEyfE,PQ5X9dRvbzN7,"(2IIsnj0PgE , CujTG3tURW)",35LDEI8DPj
PMAvXo0PmU,PQ1ccvZz0NZ5,"(1LRlm7QUey , 6WQRqEcqXH)",HUjXcOIUjZ
y8fZfwfuL3,PQeiOsDc8PG7,"(2c9WGrExfv , hERBysVhLO)",oIEFsL2mwW
M61ltiucSl,PQkdKQzmAupr,"(zGShFQnxPI , CduMWdtXDs)",jhLp1mOIFW
brgActG9av,PQQ7SS8Ss3cu,"(WllJd7Rxm1 , PUVYyI4Ir7)",kPmIfq3vHW
lP8D2JMKqD,PQedJ27VchfH,"(2ftIpZlRjM , mkAuPF0b3Y)",lT5AezdC8p
h5lQzuniAg,PQ2oJBvehjbj,"(0wvj2NQ5e1 , wJGjJZPPBY)",FQLFgwiP91
naa1o57Qij,PReKVgIFYoJA,"(Dxq6KDHuQD , lUV3gxLmuY)",3RojAuWdhN
MYgy2bZIA3,PRhSXHsePFG2,"(8wjipp5ckg , qKVkQm26fu)",NVynFwEv15
6guawghXZN,PRIwLkF6ETNF,"(q1NtzCxW6C , m29SguL3a8)",NRxzVQLNmv
T1TyYfyaDK,PR8tYgQXgen0,"(ond0bEPqmW , 1xiP0aYvCI)",hXOJ6VHrWz
AQXDYYJSej,PRFWpu7cZpmT,"(tUfQPiuSOu , PawWQChHZc)",xDH7i6Zlwh
NRnXeXESmZ,PRYWtiuL7z91,"(aHv2YANXsK , DbNrBro99A)",sj4maRaAjK
54xUlddBAk,PRErlXyjxQnK,"(ZzNU0jsaZC , z76ejQYmsy)",4KTUaq3LV1
wCUHgbt6p0,PRxYBliLpkPW,"(ZCK6ixwp5q , 3MGFsPw7wS)",LKulctkPLi
dalX6bgfiF,PRf2c93hJXe1,"(A3hh5OQ68H , 1nR9CQfXb6)",8BMNhgvwtj
410ABle1b7,PR1tuKMdgmf6,"(FZoic3fwT2 , SgminIi5TR)",n283fxqVpT
r1bX4mSXn2,PSy5DVQTeQqb,"(6qCtGZlYLg , bhztI9B4DK)",okx7yatzWf
rGPhLByTxQ,PSRtTTtCuC5g,"(4repgxjPYk , O4vFYsk75O)",PhAZYnRd7P
ctBEG9qfW0,PSNKQxq6kF7z,"(67WDCfd6Ck , s6MRY0ta5k)",s8mUYzA2pk
JVBGxILR0y,PS545srfFs2K,"(tXaRazEjQw , Pi965eno53)",TD2lZtV6Up
4ituoGAk8M,PSsJQCKgIgFR,"(wqmTW2Znvu , kszBDZz2Tx)",32jezVGev8
gjcJFapU0s,PS2YqibInMGt,"(oAMo4RtEX9 , GbkjcYJzBk)",neghVbJc3j
enigAVdDg2,PSvlg0L2G8XS,"(8FpH1mXFsh , 181vhMPKC1)",9ga0Jiz0hc
z2vmyvVIk3,PSyOilWcOS2p,"(5j6YibiG8i , S5rPbje4Cn)",IISdnIUE9i
9Nf1bVuF8O,PS5eKwOGUUf3,"(7PItMgK1cd , XSQw65MuLA)",6bb5WDuvJD
x3MTJFvHZe,PS2YrlmgS4er,"(9W5rBRffX0 , x13U3J7Zt0)",3oLgk4Azjg
8qlMXTo2dT,PTzf8l8mcm2B,"(1YCqiBastJ , 9PbcmPolxY)",7e6hIOveWb
4mk944T8yl,PTJpOmFD8ZrW,"(Tir5PHoLRB , Wa4Cl3zHiN)",gHT91tcq1w
9ntLWFGOWd,PTrrUPwpX1G2,"(pTGE9ldZiV , aX74PNVcSF)",0VZnAW4zOK
8mqTKF46F7,PTMp83YfUBt1,"(4hg4dQmLc7 , gnRpulG9NV)",zQSYj0AVGj
8Wub6K7Fke,PThEDbhj6KXA,"(8Z3rs6NwSe , Bxfh1wlIYS)",ZUSZiNpdAO
PylVcN1c6j,PToUHk7UKQMW,"(tgBop1wZhD , ajixwG8e3I)",XNw0dyGWFG
xLjJxhbD3Y,PTtv2OKIwKUl,"(D4zj6fJtC3 , T4HTqk8sca)",U3gCkqKDDb
2RVW1c7d1b,PTlXMjbU9MEK,"(FyVwLvD6hY , 0jvI8KbHZh)",Yl3uVxso2s
oABX3KHZUC,PTseHz9rOzzV,"(DFUX0hkTWn , 2ZvTUxODaJ)",P2QfLXUgSx
OwSpACSGVN,PTJPm6U3vwGH,"(0UalEY9vFK , OA5cmyt7z6)",NsiII308FQ
m9n6O861C8,PUUnbLGymkA3,"(IIaPg482Zo , zwFYkmawHA)",dauk9foJnC
0gR9A5Cotu,PUWTc6DXb2ju,"(UFg3jFJHsV , YN3ASmpefr)",QE5zOfsTur
9D8jfNrrxn,PUwQhdT7OW6q,"(ocAefXB99u , VHkj2gthLu)",aXZNWGZtrj
PDiZ2qq6Q4,PUgDTz0bHJTA,"(HUw9yfvRqE , QnqIusgYkt)",Ii5I6ns9Ip
UTlac0SqFV,PU8FWODVS0PX,"(xEMIrUnRy2 , m6HQ2ami4w)",RJLwUM9ZlL
HRO1aZ1bf9,PUrZk36GXszi,"(jMfZpKOk1O , Kq2tmeajXr)",bx7jsE9SA9
3cHzH26z60,PUTqxkHx08yH,"(jQ4wZpcaUc , Sz4ERfJW68)",OQISg1EEVM
jBzupdSp9U,PUoNGwSaVwcQ,"(p5fR6Ochvv , y16DMobNiM)",VT8Kc8fTfU
0lwqC0eIAy,PUPmRpH3B6Yk,"(jGf1zLuJbx , t2Ce6AAVbu)",kHypPEpRT5
F6ihMGXgNU,PUZ4K4oruhTL,"(N2ol7MuUT3 , bclINP0C1K)",Yc8tH3oteR
9QoGqgNerD,PVqDbuPwCKk5,"(vksni99wMz , 0jRGGfjI62)",o1rnikVoMK
xqwoQPqc8j,PVr6QqqbKw4T,"(ro7QmpOBeE , VuLR5dTybO)",2KTL248kjv
2zMoc9gBoF,PVWW4N1RkdnR,"(NIo5AYjnGp , WC7YYNnBIg)",Sf1EZfKerq
Rg4BzQrnEo,PV2NYREGudFD,"(8rYOc3eGXn , cQ9WTeajeL)",pmKex5OgmD
uEu5FZXbqx,PVkw4HJcChun,"(wPSYvRtCXM , a3XFZ3oVMr)",Zg72Lnr1Dc
VUgOwRWRKE,PVfhNjTH8oMi,"(k0IZaLNCVT , 2Yly2Je0xf)",lY1PRFYM65
ofcybd5XLi,PVuNWAIAcGHK,"(d9FAPyboFy , 3eAQAn27gP)",ttxQTVjTmF
J52i97oPvi,PVs6IKiosvpa,"(5MujtzjbcP , jP6YXIYj1c)",1kO7xndUmO
cgAfVA03bx,PVwKM7DdeVY3,"(VzxOzxHXCd , nKz7XlOb9Z)",Eg9dt3MhB7
gRXNEIhJW8,PVQ5qpJ0uKLX,"(sQu0hpl22M , mopj6qsuQe)",6pRIgCn1rh
f7eP9QU7e4,PW0P4exeWq1t,"(e7EhixsvCS , 3eZoN0I4cY)",a2yWD5CwmO
Uoy9Y40gcZ,PW3UDELtFDeS,"(0ujCdi7vXK , er8ttkCYOD)",cztyeFjQ0E
vFdP83kXCD,PWc300r3RXGL,"(47D3UjIkyx , KDfnxT1APd)",SLBGXE46W0
UPH99zPoGl,PWFwmKVWqecX,"(Yhr60i6F5d , y3tVWu74GB)",DlznsliF6H
2Bn72bmVAr,PWaMeIIbl9JN,"(5NYBCEu1sC , JBT0mqkRFa)",WV6Vn9Ddsu
eTYGSSEdjs,PW5nxqpHOfb6,"(vG3nRBQuyh , GkxoJBaOvC)",h45oTz7fHE
fcThTOEMiB,PWwVjqKps7RW,"(R6irCxlZFh , 8YhNzSmj5T)",JZVPYpSUwe
RcyPkXrtRm,PWAFvxnOgLST,"(O9rCfAFg4y , 83N18ZbWcu)",nCtVKkL7II
rBGIDx8LFa,PWfke4pGQgjt,"(lbgpHN03iz , dbH3XHx2gl)",B6zTtvOlVU
B00uhFJgoX,PWeSk072HGBt,"(4HLlR8gSZ1 , 6Ok2YFE1oy)",rtNX3j81O5
PyrQxbXvdr,PXAuSkgH250t,"(w264dRlWn8 , zsmABP4Bgu)",K38ZuQaioh
k2KwWFAY5U,PXtrHkMK1StK,"(gqTvtH3kPe , wEq08yLNDn)",BEDaur8gPR
14zlitxCtX,PXDlk33zxhns,"(vAOx2OpCUY , Tf4b2Dbp5z)",p0LZZ3eQ1v
FVvvUS1LoI,PX8yC3KsXFPl,"(0EK0rcucb4 , ChjLaOvZb1)",g6uuFe4zS5
WTvOH8PUCn,PXTQIoNQ4Ld7,"(gu519q5kN9 , bvMdsXTQJI)",NwhKXl7EQO
zPeHXSQeeT,PX6OU3a5VvAW,"(bfpuAjunBH , x4C2Mzv8ZK)",FnGDiZbJVk
PkIAkzSrvU,PXYZSXCtfyHG,"(Tr6Wl4vFc3 , LOk4OmlQzI)",TeHSCXFMH6
Fy2N5fVscn,PXESxq4Qfyb8,"(xcW3KokT58 , fexJAnjQH7)",mdBLZyyLki
WTR9HBwTGX,PXZn9yzuzH5w,"(Wh6ujGfFpc , yrvpXKd4Po)",mN6wb852SK
89Zthu7PuL,PXeBZabq6klL,"(O0njNHkQ2A , qzYH7BCYWV)",ujSs6I79v1
glTDybgvnG,PYpSvTdwNvGI,"(wh8WwWbrT8 , WAdL1DuCyj)",BXNQ8fG5DY
zQBWtZdPsO,PYN47R8cmhX9,"(tQ4mpgoBre , 7Ug1ztSR3g)",uCzY2rvnSw
QssqBqlXkV,PYztriK4MulO,"(7yKkWltpJP , QXlx87FGum)",tb5omeXx1g
oNgrkNpNrN,PYf6RPgqOJwt,"(g0TTQg9loq , J0qwhPYlb2)",gesIenWwfZ
zhjtmqnzEm,PYSfLS45AiYi,"(QV3K5UAH9c , vNQ0HJX0pS)",iaRbhgopkZ
9HKeBQjDWb,PYsS7HuSQ1Rw,"(t6PnK5N2tK , kfto1jIpgM)",82upjR0agu
VD6NfCkZKn,PY9Hr0vFLTSm,"(v3loO4pz4g , BX9ygfqkkJ)",imIg9aeLzc
Hsaub1eTM2,PYWuKp9HxmPm,"(SbM2E5iNLm , 1Q11N6A1xI)",xaARegKAt5
CL4vuE9LxX,PYEPSiDlhY5u,"(uapHxKcsNS , buX4X5eirQ)",zDdI85MwQ1
iwdKvsoKUp,PY9zKXBuFMLz,"(zbUCGASjM4 , rZztWPGBl2)",Q82V5Wj2Rb
J7rLKSqrBf,PZVfC816XjlJ,"(wh2eWMfl1n , i71HfhpXgf)",hhP5MI7R0Z
knIW8QTpfx,PZBGuoN963Ig,"(CuU9SVSKXy , XYSmT3ln2P)",23fuKJLGK5
TnK9e5iS4e,PZNAIPIp8wrX,"(qga8opAPS5 , hvhNW7qkRa)",UGYNYmIuaf
BYN04odtkF,PZi9jgtAX8ph,"(DwpX3vbe2Y , 6Pf248CDIW)",tPIrZMHoaw
nmOUzCF4hU,PZkk2mttPHtD,"(E7FnruymX4 , VBTWTGzXu7)",ekpX44vWCO
miShB4Zl6r,PZprkcuZEAjC,"(U3yVFmn4Y5 , qet8P5UJEq)",Cg2fec51iB
BdmbkShIZN,PZwPsE36owLS,"(RPpR89BbTX , q3ur6zmSXZ)",RstRVul0AS
niZHbyoceM,PZhJcAU3XuLF,"(ngMpWMkFQo , GIQC9FdpkA)",uKlBEiRuGx
JCHeHObcEh,PZDDc5kOdgPR,"(cYaF6aOd21 , m1QH3hr2mE)",H7WsZb1sod
ASZk7Xhfsd,PZHcm0DdI8zJ,"(n9P0RteEfk , 0Z3jAkEmbj)",JvHjO4Sfch
LolrRMhxrX,QA4v7RIBpc5O,"(xDUEXvhEPx , TYNuIBCtGN)",ckxURgkNq5
tBln4csFKj,QAUusaQ3IY4w,"(RW7JawTm5L , iGFCfXe3Ap)",eHNzIpfeuM
gicYswKkMc,QAJWu5ylYoOz,"(1Er7AO8co1 , JlrKgVYIzr)",p74Jt7q6rU
EK3bQJmP2x,QAdLUMwUTSDl,"(FTQvW2Fv1V , kMAGQzN8ea)",DiZ2fErErR
4nFbtowwrv,QAU7NLqQRkH0,"(5CgdiShknd , Q2si1Gy1d0)",ZFETXIrYYO
7vUrHBckbA,QAsZ6yBNjlbS,"(jXiRVMs7ew , h1AHYIYmxv)",qsPjaBsnfF
LQq6PL15YF,QAgAR2OL2KSA,"(cx2YGN8Aab , xz5Zu4TLEt)",kQRbxHVXhA
SNtvSslGl6,QA3XQkeQLJCJ,"(k7rM8FT5lz , Clpi8dAjRQ)",jboKFlgFRO
CPXasEaqG1,QAckvbSvsSNS,"(pwF32JqiHE , ojJGRpZlR8)",cAN0FgEyNm
UxxVN4NhBL,QA1bczxKJLsG,"(n1tqPE4D3f , rzUR0M3RdA)",QJmB5WrrZy
ICnpwxhAkG,QBWtAN5faoco,"(0Pn0qDZueE , rRLKGeB6Th)",12hawqscoq
FM22PexZtU,QBS4uehp1qYK,"(xBEjLzmvMJ , wgz3CAp9hm)",dHoN6yzzlO
DSgzYMcZJG,QB8hZUmEEJ0G,"(lWVu31zfBr , 2q7aSNXdUe)",JxDKwd2StC
8aHKwCoapX,QBOyMqkBtep2,"(4BnRGqQY9X , sE80sCOKQU)",eCbOM0vbsu
ZOgo2j2FPA,QBrDuHdv63Xz,"(4wRdt9d9mb , BaVDYH5PR5)",Yi2zuaz4x9
brGjvkVROK,QBBzo9TPikD7,"(Y2CoKhugRt , SWO53T5QIg)",ZNJ0vv1W2D
I69E25ROxU,QBXM7jHLVQLF,"(7WFGRcXpaV , SyCR2LGsDY)",Fuk74Aw2fK
yaGMuR99ny,QB5Y5mKuQNGg,"(wC9PeJ3MQf , 0zZONqJZj6)",I1TAnHnqMA
0sju7zNm0s,QBv1TfLJQCvT,"(nHvj94Gw2g , bb9jMVDDR2)",9HVLQleIo6
goy5FL8LKL,QBwfvl7dHogR,"(XaWRyCCfWN , BcxL3StnoN)",jgRFqBS17w
AcqeILnuEr,QCegVOnBEHD7,"(OUfh8ZhWQ9 , Xxq7dgWt3L)",H1VvYw9ipb
BQ6bGOK8Va,QCGcT4OBRonV,"(m8Cn7H1HrE , 03AaIOKY8b)",N7FHLbKB6Y
nxKLpJb5I8,QCZFTnHuFluF,"(1puwpBw3rh , grvj0b8DcS)",gGl1GB7gbZ
4ctDA6KMOS,QClsaew25whH,"(3VWau5bQQo , pQy2pBYot2)",FcM1CcPEOm
qKGVz1lF63,QCcu7M7VwCQI,"(t6NTSur3fc , qq3xHyPlCM)",ljZHEIbqWe
BeY1DKgKOJ,QCBt6FzOAro7,"(15h4K1pRg6 , PcVDFOj24b)",Yh3TN2KycT
azAc9syrUr,QCBdk2bvM639,"(E1SSkAZSvD , g7o86zEO9r)",hvfjj4JveP
W3kId3DcEg,QCL8rQGOhHpF,"(FFoXJnmsfL , Zuo45IMvPH)",yymgXwNmzT
qtT4XTAxVA,QCBXJw3ayzz7,"(BTmNFmtRmz , nJUZxGLZIW)",yf5LNj6HJI
SuwVaMbr7J,QCFK9l4qucbI,"(mfnITZ1XYR , yQqr6w7GMh)",oD71t16xB3
4KF75ZhyjN,QDeee5KdT6SD,"(WFZ8NDiiDq , phINdOv3EY)",N7Ws9gQ7Dc
uJbNrhDSNm,QDjKfkxigvrt,"(vH4dIe5Ny3 , i9aSFarZrB)",098O0qcsnc
REFn1LFEQd,QDMpuWkSQfms,"(fbQGv9lk3l , drbnkrpmBp)",iLcje4YzVE
IG3WK6Zaru,QD4p6C8C0Irr,"(tvWLfe0GTq , pqFsTwpBq8)",LrJ9lh2CK8
4dA5dZNOFm,QDfTveSSxr3B,"(9aORcpXUDv , mBFcJvyXTN)",v1THblbfv3
0hHBMSOArA,QD8OCvoJloWr,"(j56VoOjhgJ , ez4E0PCdY3)",i862swIolH
ccwoQhpuha,QDT8M6LlaHju,"(spTw1jLb21 , IrCNRar08M)",5pfD9FjbE0
Iy2NBhvVAu,QDdFMhGxf5JJ,"(V9W1KweNM2 , oYqLn7iu6u)",iCgrTL2waq
CPaPCUkkt7,QDoaPzM9UqEF,"(3eyzSwzHxi , BKxUhmZxgy)",GDfJwlPPTp
bo1O2i6zZV,QDZBNYPi2dpY,"(r55Ed25Cv6 , nLbvSqtnU4)",1PNw542rN6
FzCPjaxGxR,QEhapiykdnGh,"(cyeSQmDePt , dezKWCrnK8)",MJcNFZxHvW
59n9jkgxPg,QEoOUcDtZpwL,"(AH8dxg1Ko1 , iBf6YBk1ov)",zf63c98mD1
JNQA6enlTa,QEtGoeBakEE2,"(EaUNN9pxYg , m27SMWMbOy)",EgsWjtLoCA
jewqhC1d5p,QERzrdHbQbjg,"(MeKDotTALn , ZIDWmfXlVK)",vnNHSlpPup
QCKpkKEhjx,QEoAQiZGQaNc,"(GCQMe23fCo , R6tii9cSet)",yJkyxmdGCi
ijK30yAFc4,QE9qMVO7oe0p,"(xxvoEuJPQj , GlEYSGRvWB)",wnhLdPFVyr
BcxBLhX4cE,QEVEuSleVcpc,"(Vf7mRd3XZx , NAsqFKqZqJ)",TKj6i8pyoU
bMsj0nT1Sv,QEri1T29xeps,"(SL7F05duKh , hv3DUc8DCS)",dbfNNK7jBW
qyZd04qvW9,QExe2b3IxFe0,"(3gv5vfftmQ , vGqQ2guGZs)",R6q4cZ3ep3
JtlENSSKDX,QEdug2GEszg8,"(owKS2gIdqs , 0DhxXssm3h)",NdLOEAcO5J
xn9tIKTjwh,QF34Yl8PeSpn,"(zsz6omw0ev , lH1883C9rY)",u5BzjDCXLI
0aOo6RhPpa,QFSyhFJniJfT,"(EG0FAVZz2s , I2FLqSxxJg)",BihYp59FQ9
FJy9OOrFKK,QFyuQ9rRWKrI,"(k2NzUaca22 , aJ51PZqPgU)",lxqhZBrOus
t1993NXZxD,QFx6tTHwm3sW,"(RYqb3LkFGl , ra1mQxWzYr)",NlrHB1WhIq
HIw0ETZSXh,QFVAjlVliKrA,"(ywrh8bmKSF , 9W2Thj0pob)",4q3ountgzz
8MgbiHHzyp,QFltNS9fVfNc,"(MKkPmMWkDw , HGucDfIVyo)",HAAADfZTpr
ekT5m43P8K,QFfbZuWjqMLU,"(ZqK39sXC12 , 4c1JxH8cBn)",TXTnGYLqW7
6wLsX73ArY,QFjgsmmQQvig,"(BImVu4N1s2 , aeJ8TwMULP)",g7SiAuMOwb
OGiXCSoy8d,QF5G8riio1ur,"(yYMxZAqQew , jP2RTBHKmM)",QrATaNqfZR
a8uldbaUXK,QFOIjOnTJzCZ,"(yCCXNnY3BN , nJa2qIxv9i)",DPGaH5RPja
lAJmuMcS1p,QGkeFzOCrJre,"(ymTKKKfexo , k4HQlGkbFw)",EqGtLJeKN0
mlRIAE1vCy,QGo1EHBfX3m9,"(J2CSFYGTh5 , Z893Mhx5Ki)",TmbiCUVGKA
EdoEdh6PhI,QGvTrrQTPrxY,"(4LlklGDGpU , FbKaALc2S5)",7L9JICHdAm
vdMByfnbk8,QGu3ZBG5zGoD,"(SoejODHTN5 , l3C1R5Xb5F)",k26MF6JWpq
